title,company,ratings,reviews,experience,salary,location,days_posted,tags,url
Data Scientist,CAMBRIDGE TECHNOLOGY ENTERPRISES (CTE),4.3,53 Reviews,2-4 Yrs,10-18 Lacs PA,Hyderabad/Secunderabad,18 Days Ago, python data science SQL deep learning data machine learning science machine,https://www.naukri.com/job-listings-data-scientist-cambridge-technology-enterprises-cte-hyderabad-secunderabad-2-to-4-years-230223010514
Senior Data Scientist,"Epiq Systems, Inc.",4.0,102 Reviews,5-7 Yrs,Not disclosed,Hyderabad/Secunderabad,27 Days Ago, automation sql source senior analytical analysis analytics process automation,https://www.naukri.com/job-listings-senior-data-scientist-epiq-systems-inc-hyderabad-secunderabad-5-to-7-years-140223500204
Data Scientist,CAMBRIDGE TECHNOLOGY ENTERPRISES (CTE),4.3,53 Reviews,2-4 Yrs,10-18 Lacs PA,Hyderabad/Secunderabad,30+ Days Ago, python data science SQL science machine learning deep learning machine data,https://www.naukri.com/job-listings-data-scientist-cambridge-technology-enterprises-cte-hyderabad-secunderabad-2-to-4-years-100223006949
Data scientists,Amnet Digital,3.8,7 Reviews,8-13 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, sql c++ machine learning research operations research operations python data,https://www.naukri.com/job-listings-data-scientists-amnet-digital-hyderabad-secunderabad-8-to-13-years-311022501859
Senior Data Scientist,Onpassive,4.0,134 Reviews,5-9 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, management neural networks machine learning python data test cases troubleshooting machine,https://www.naukri.com/job-listings-senior-data-scientist-onpassive-hyderabad-secunderabad-5-to-9-years-311022501440
Data Science,Varite,3.8,89 Reviews,6-11 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, data science data science,https://www.naukri.com/job-listings-data-science-varite-hyderabad-secunderabad-6-to-11-years-301222500218
Sr Data Scientist - Machine Learning,Mouri Tech,4.0,298 Reviews,6-8 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, analysis sr computer machine learning research forecasting operations research operations,https://www.naukri.com/job-listings-sr-data-scientist-machine-learning-mouri-tech-pvt-ltd-hyderabad-secunderabad-6-to-8-years-301122500812
Data Scientist,Metlife,4.4,1109 Reviews,2-5 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, analysis management linear regression logistic regression data bfsi science spss,https://www.naukri.com/job-listings-data-scientist-metlife-hyderabad-secunderabad-2-to-5-years-300622501044
Senior Statistician Big data,Seven Consultancy (HR Solution),4.2,2 Reviews,5-10 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, machine learning bi python administration machine recruitment deep learning api testing,https://www.naukri.com/job-listings-senior-statistician-big-data-seven-consultancy-hr-solution-hyderabad-secunderabad-5-to-10-years-290322500329
Senior Data Scientist,Technovert,3.8,36 Reviews,1-6 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, analysis sql machine learning python data simulation predictive machine,https://www.naukri.com/job-listings-senior-data-scientist-technovert-hyderabad-secunderabad-1-to-6-years-280922502634
Data Scientist,Wavelabs Technologies,3.6,47 Reviews,4-5 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, sql computer medical imaging extraction forecasting life sciences machine learning python,https://www.naukri.com/job-listings-data-scientist-wavelabs-technologies-private-limited-hyderabad-secunderabad-4-to-5-years-280622500963
Data Scientist,Seven Consultancy (HR Solution),4.2,2 Reviews,2-4 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, sql c++ perl computer data science sas data mining,https://www.naukri.com/job-listings-data-scientist-seven-consultancy-hr-solution-hyderabad-secunderabad-2-to-4-years-280322502310
AI Data Scientist,Seven Consultancy (HR Solution),4.2,2 Reviews,8-13 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, sql c++ perl machine learning python data sas artificial intelligence,https://www.naukri.com/job-listings-ai-data-scientist-seven-consultancy-hr-solution-hyderabad-secunderabad-8-to-13-years-280322501723
Data Science Manager,Seven Consultancy (HR Solution),4.2,2 Reviews,5-8 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, sql c++ management machine learning computer python data science,https://www.naukri.com/job-listings-data-science-manager-seven-consultancy-hr-solution-hyderabad-secunderabad-5-to-8-years-280322501324
Data Scientist - ML,Jigya Software Services,5.0,5 Reviews,3-5 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, management machine learning python data deployment usage machine deep learning,https://www.naukri.com/job-listings-data-scientist-ml-jigya-software-services-p-ltd-hyderabad-secunderabad-3-to-5-years-250722501045
Data Scientist,Wavelabs Technologies,3.6,47 Reviews,3-8 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, sql computer medical imaging extraction forecasting life sciences machine learning python,https://www.naukri.com/job-listings-data-scientist-wavelabs-hyderabad-secunderabad-3-to-8-years-220622501089
Data Scientist,Vistan Nextgen,3.3,7 Reviews,2-7 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, pdf sql machine learning source python data machine printing,https://www.naukri.com/job-listings-data-scientist-vistan-nextgen-pvt-ltd-hyderabad-secunderabad-2-to-7-years-200922501268
Data scientist,Codetru Software Solutions,4.2,4 Reviews,3-7 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, google analytics telematics data mining logistics linear regression analytics google gcp,https://www.naukri.com/job-listings-data-scientist-codetru-software-solutions-hyderabad-secunderabad-3-to-7-years-170123500799
Sr Applied Research Scientist,ServiceNow,4.2,149 Reviews,4-8 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, sr computer machine learning research natural language processing licensing python machine,https://www.naukri.com/job-listings-sr-applied-research-scientist-servicenow-hyderabad-secunderabad-4-to-8-years-160123500819
Senior Data Scientist,Metlife,4.4,1109 Reviews,5-8 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, management machine learning python data claims simulation coding machine,https://www.naukri.com/job-listings-senior-data-scientist-metlife-hyderabad-secunderabad-5-to-8-years-140622500759
Lead Data Scientist,Skillety,2.8,4 Reviews,10-12 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, analysis machine microsoft intelligence bi artificial intelligence data science,https://www.naukri.com/job-listings-lead-data-scientist-skillety-hyderabad-secunderabad-10-to-12-years-131222502288
Principal Data Scientist,Skillety,2.8,4 Reviews,12-15 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, analysis machine learning programming bi data science quantitative analysis machine,https://www.naukri.com/job-listings-principal-data-scientist-skillety-hyderabad-secunderabad-12-to-15-years-131222501598
Data Scientist,Skillety,2.8,4 Reviews,3-6 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, sql machine learning subject operations python data usage data mining,https://www.naukri.com/job-listings-data-scientist-skillety-hyderabad-secunderabad-3-to-6-years-131222500157
ML Expert,Wavelabs Technologies,3.6,47 Reviews,5-7 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, analysis gcp medical imaging machine learning life sciences python data science,https://www.naukri.com/job-listings-ml-expert-wavelabs-hyderabad-secunderabad-5-to-7-years-120522501379
Jr. Data Scientist / ML Engineer,Appstek Information Services,4.6,13 Reviews,2-7 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, pdf data mining machine analytics oracle sql data science,https://www.naukri.com/job-listings-jr-data-scientist-ml-engineer-appstek-corp-hyderabad-secunderabad-2-to-7-years-060223500763
Data Scientist,Veniso Solutions,4.1,2 Reviews,2-7 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, analysis hadoop machine learning research operations research operations data science,https://www.naukri.com/job-listings-data-scientist-veniso-solutions-hyderabad-secunderabad-2-to-7-years-040822501312
Ml Expert,Wavelabs Technologies,3.6,47 Reviews,3-8 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, analysis gcp medical imaging machine learning life sciences python data science,https://www.naukri.com/job-listings-ml-expert-wavelabs-technologies-private-limited-hyderabad-secunderabad-3-to-8-years-040822501121
Sr.ML Expert,Wavelabs Technologies,3.6,47 Reviews,3-8 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, analysis gcp clinical data machine learning python data claims healthcare,https://www.naukri.com/job-listings-sr-ml-expert-wavelabs-technologies-private-limited-hyderabad-secunderabad-3-to-8-years-031022501700
Sr.ML Expert,Wavelabs Technologies,3.6,47 Reviews,4-5 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, analysis gcp clinical data machine learning python data claims healthcare,https://www.naukri.com/job-listings-sr-ml-expert-wavelabs-hyderabad-secunderabad-4-to-5-years-031022501034
Practice Lead - Data Scientist,Saxon Ai,2.2,4 Reviews,3-8 Yrs,Not disclosed,Hyderabad/Secunderabad,30+ Days Ago, open source design open analytics oracle sql data structures informatica,https://www.naukri.com/job-listings-practice-lead-data-scientist-saxon-ai-hyderabad-secunderabad-3-to-8-years-020922501980
Data Scientist,Shell,4.4,1329 Reviews,3-5 Yrs,Not disclosed,Chennai,25 Days Ago, Data Scientist r design data r and d R&D Designing,https://www.naukri.com/job-listings-data-scientist-shell-india-markets-private-limited-chennai-3-to-5-years-160223912913
Data Scientist,Mitratech India,4.1,51 Reviews,5-10 Yrs,Not disclosed,remote,30+ Days Ago, data processing programming data data science machine collections analysis data mining,https://www.naukri.com/job-listings-data-scientist-mitratech-remote-5-to-10-years-310123500576
Data Scientist,Neuron7,3.8,9 Reviews,2-5 Yrs,Not disclosed,remote,30+ Days Ago, shell scripting computer machine learning data analytics transformers text analytics mathematics python,https://www.naukri.com/job-listings-data-scientist-neuron7-remote-2-to-5-years-301222501367
Data Scientist,Enqos,3.9,12 Reviews,3-6 Yrs,Not disclosed,Chennai,30+ Days Ago, neural networks machine learning data operating systems science machine aws logistics,https://www.naukri.com/job-listings-data-scientist-enqos-chennai-3-to-6-years-301122500145
Software Engineer - Machine Learning,Technomile,4.4,6 Reviews,3-5 Yrs,Not disclosed,Nagpur,30+ Days Ago, python machine learning analysis software software engineering linux anova sql,https://www.naukri.com/job-listings-software-engineer-machine-learning-technomile-nagpur-3-to-5-years-291122500351
Senior AI Data Scientist,Seven Consultancy (HR Solution),4.2,2 Reviews,3-4 Yrs,Not disclosed,Chennai,30+ Days Ago, data consultancy artificial intelligence consulting senior intelligence analytics,https://www.naukri.com/job-listings-senior-ai-data-scientist-seven-consultancy-hr-solution-chennai-3-to-4-years-290322500357
Data Scientist,Resulticks,3.4,14 Reviews,5-10 Yrs,Not disclosed,Chennai,30+ Days Ago, analysis sql perl machine learning forecasting python data prototype,https://www.naukri.com/job-listings-data-scientist-resulticks-chennai-5-to-10-years-280722501196
Data Scientist,Seven Consultancy (HR Solution),4.2,2 Reviews,3-8 Yrs,Not disclosed,Chennai,30+ Days Ago, infrastructure apache management data analytics programming machine learning oops python,https://www.naukri.com/job-listings-data-scientist-seven-consultancy-hr-solution-chennai-3-to-8-years-280322501506
Data Science Manager,Seven Consultancy (HR Solution),4.2,2 Reviews,3-8 Yrs,Not disclosed,Chennai,30+ Days Ago, infrastructure apache management programming machine learning oops python data,https://www.naukri.com/job-listings-data-science-manager-seven-consultancy-hr-solution-chennai-3-to-8-years-280322501321
AI Data Scientist,Seven Consultancy (HR Solution),4.2,2 Reviews,4-9 Yrs,Not disclosed,Chennai,30+ Days Ago, c data intelligence artificial intelligence analytics,https://www.naukri.com/job-listings-ai-data-scientist-seven-consultancy-hr-solution-chennai-4-to-9-years-280322501243
Search Specialist Data Scientist,Purplle.com,3.8,117 Reviews,3-6 Yrs,Not disclosed,remote,30+ Days Ago, machine learning forecasting query data customer segmentation deployment machine statistical modeling,https://www.naukri.com/job-listings-search-specialist-data-scientist-purplle-com-remote-3-to-6-years-251122500034
Search Engine Data Scientist,Purplle.com,3.8,117 Reviews,2-6 Yrs,Not disclosed,remote,30+ Days Ago, analysis sql machine learning natural language processing search engine bi python oracle,https://www.naukri.com/job-listings-search-engine-data-scientist-purplle-com-remote-2-to-6-years-251122500033
Principal ML Ops Engineer,Skillety,2.8,4 Reviews,5-9 Yrs,Not disclosed,Remote,30+ Days Ago, analysis sql machine learning python machine data mining ml data analysis,https://www.naukri.com/job-listings-principal-ml-ops-engineer-skillety-remote-5-to-9-years-231222501040
Data Scientist,Buckman,2.5,3 Reviews,3-8 Yrs,Not disclosed,Chennai,30+ Days Ago, sql computer machine learning water python data science data mining,https://www.naukri.com/job-listings-data-scientist-buckman-chennai-3-to-8-years-230622501054
Data Scientist,Mapup,4.6,8 Reviews,1-10 Yrs,Not disclosed,Permanent Remote,30+ Days Ago, analysis sql algorithms machine learning python data coding prototype,https://www.naukri.com/job-listings-data-scientist-mapup-remote-1-to-10-years-220922502556
Data Scientist,Techversant,3.8,21 Reviews,6-11 Yrs,Not disclosed,"Kochi/Cochin, Chennai, Trivandrum/Thiruvananthapuram",30+ Days Ago, IT Skills Python Testing Data Science Machine Learning Cloud Big Data NoSQL,https://www.naukri.com/job-listings-data-scientist-techversant-infotech-kochi-cochin-chennai-trivandrum-thiruvananthapuram-6-to-11-years-220922500686
Data Scientist,Pocket Fm,3.7,51 Reviews,3-4 Yrs,Not disclosed,Permanent Remote,30+ Days Ago, modeling python data science science advocacy statistical modeling analytics sql,https://www.naukri.com/job-listings-data-scientist-pocketfm-remote-3-to-4-years-210922500008
Data Engineers - ADC,Emerson,4.0,155 Reviews,1-4 Yrs,Not disclosed,Chandigarh,30+ Days Ago, sql erp data data security business solutions continuous improvement data engineering automation,https://www.naukri.com/job-listings-data-engineers-adc-emerson-innovation-center-chandigarh-1-to-4-years-200922501324
Data Scientist - Python,Rarr Technologies,3.9,2 Reviews,12-17 Yrs,Not disclosed,Permanent Remote,30+ Days Ago, python data science data mining statistics c data focus deployment,https://www.naukri.com/job-listings-data-scientist-python-rarr-technologies-remote-12-to-17-years-200123501791
Data Science Manager,Contrado,3.3,11 Reviews,6-11 Yrs,Not disclosed,Ahmedabad,30+ Days Ago, sql gcp management research operations research operations python data,https://www.naukri.com/job-listings-data-science-manager-contrado-imaging-ltd-ahmedabad-6-to-11-years-191122500606
Senior Data Scientist,LSA Recruit Limited,4.3,3 Reviews,5-9 Yrs,Not disclosed,remote,30+ Days Ago, analysis sql machine learning unit cloud computing python machine cloud,https://www.naukri.com/job-listings-senior-data-scientist-lsa-recruit-limited-remote-5-to-9-years-181122501495
"Senior Manager - Data Science, Pan India",The Smart Cube,4.0,110 Reviews,10-20 Yrs,Not disclosed,Permanent Remote,30+ Days Ago, machine learning python machine open source team operations data domain pan,https://www.naukri.com/job-listings-senior-manager-data-science-pan-india-smart-cube-india-private-limited-remote-10-to-20-years-150322501203
Senior Data Scientist,IBS Software Services,3.9,397 Reviews,8-10 Yrs,Not disclosed,Kochi/Cochin,30+ Days Ago, sql machine learning cloud computing communication skills python data science machine,https://www.naukri.com/job-listings-senior-data-scientist-ibs-software-kochi-cochin-8-to-10-years-141122500911
Data Scientist,TechAffinity,4.0,25 Reviews,4-6 Yrs,Not disclosed,Chennai,30+ Days Ago, analysis machine learning communication skills customer analytics python data data integrity coding,https://www.naukri.com/job-listings-data-scientist-techaffinity-global-private-limited-chennai-4-to-6-years-140123500498
Principal Data Scientist,Skillety,2.8,4 Reviews,15-20 Yrs,Not disclosed,Remote,30+ Days Ago, analysis machine learning programming bi data science quantitative analysis machine,https://www.naukri.com/job-listings-principal-data-scientist-skillety-remote-15-to-20-years-131222501599
Data Scientist,IBS Software Services,3.9,397 Reviews,3-5 Yrs,Not disclosed,remote,30+ Days Ago, sql computer tools machine learning python data science business analysis,https://www.naukri.com/job-listings-data-scientist-ibs-software-remote-3-to-5-years-130622500517
Machine Learning (AI) Architect,Shree Infosoft,4.2,22 Reviews,3-7 Yrs,Not disclosed,remote,30+ Days Ago, analysis time series machine learning neural networks python data healthcare troubleshooting,https://www.naukri.com/job-listings-machine-learning-ai-architect-shree-infosoft-pvt-ltd-remote-3-to-7-years-111122500107
Data Science,Quess It Staffing,3.6,55 Reviews,2-5 Yrs,Not disclosed,Chennai,30+ Days Ago, sql machine learning programming statistical programming python data science data mining,https://www.naukri.com/job-listings-data-science-quess-it-staffing-chennai-2-to-5-years-100123500799
AI Experts,Indika Ai,4.5,16 Reviews,1-3 Yrs,Not disclosed,remote,30+ Days Ago, computer management machine learning natural language processing data science healthcare artificial intelligence,https://www.naukri.com/job-listings-ai-experts-indika-ai-remote-1-to-3-years-100123500417
Data Scientist,IDP,4.0,271 Reviews,1-2 Yrs,Not disclosed,Chennai,30+ Days Ago, sql crm python data science continuous improvement coding advanced analytics,https://www.naukri.com/job-listings-data-scientist-idp-education-india-pvt-ltd-chennai-1-to-2-years-070922500333
Senior Data Scientist,Findability Sciences,4.4,11 Reviews,4-9 Yrs,Not disclosed,Permanent Remote,30+ Days Ago, machine analytics forecasting processing data languages natural language processing senior,https://www.naukri.com/job-listings-senior-data-scientist-findability-sciences-remote-4-to-9-years-070223501493
Data Scientist / Senior Data Scientist,Grazitti Interactive,4.1,77 Reviews,3-8 Yrs,Not disclosed,Mohali,30+ Days Ago, python media marketing adobe marketing automation automation machine computer science,https://www.naukri.com/job-listings-data-scientist-senior-data-scientist-grazitti-interactive-mohali-3-to-8-years-050722500148
Senior Data Scientist,Oportun,4.8,4 Reviews,3-8 Yrs,Not disclosed,Remote,30+ Days Ago, finance property data regression logistic regression logistics mis administration,https://www.naukri.com/job-listings-senior-data-scientist-oportun-inc-remote-3-to-8-years-021222502755
Senior Data Scientist,Oportun,4.8,4 Reviews,5-9 Yrs,Not disclosed,Remote,30+ Days Ago, project sql management risk management digital data direct marketing,https://www.naukri.com/job-listings-senior-data-scientist-oportun-inc-remote-5-to-9-years-021222502754
Senior Data Scientist,Quickplay Media,5.0,2 Reviews,4-8 Yrs,Not disclosed,Chennai,30+ Days Ago, gcp management fact machine learning relationship data deployment machine,https://www.naukri.com/job-listings-senior-data-scientist-firstlight-ai-chennai-4-to-8-years-020622501873
Data Scientist,Rays Techserv,5.0,2 Reviews,5-9 Yrs,18-30 Lacs PA,Permanent Remote,26 Days Ago, AI/ML technologies ci cd pipeline jenkins cd pytorch ci/cd automation data,https://www.naukri.com/job-listings-data-scientist-rays-techserv-ahmedabad-5-to-9-years-060123007670
